Name:,Address:,County:,Type:,Capacity,Status:,Closed Date:,License Number,License Status,Licensee Name,Zip,URL,,
FAYE LYNN ERRER,"7505 RESCUE ROAD                                  OWENDALE , MI 48754
                                 Phone: (989) 678-4105",HURON,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG320096541,REGULAR,FAYE LYNN ERRER,48754,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG320096541,,
FELECIA WILLIAMS,"28 W BALDWIN                                  BATTLE CREEK , MI 49037
                                 Phone: (269) 963-1148",CALHOUN,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG130079140,REGULAR,"WILLIAMS, FELECIA",49037,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG130079140,,
FELICIA TURNER,"15803 COLLINGHAM                                  DETROIT , MI 48205
                                 Phone: (586) 843-6636",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF820405143,REGULAR,FELICIA TURNER,48205,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820405143,,
FELICIAN CHILDREN'S CENTER,"205 SEYMOUR AVENUE                                  JACKSON , MI 49201
                                 Phone: (517) 841-3870",JACKSON,CHILD CARE CENTER,115,CLOSED,7/8/2020,DC380378481,CLOSED,"ST. JOSEPH HME FOR CHILD, INC./DBA FELICIAN CC CTR",49201,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380378481,,
FELICIAN CHILDREN'S CENTER,"820 BENNETT STREET                                  JACKSON , MI 49202
                                 Phone: (517) 841-3876",JACKSON,CHILD CARE CENTER,183,ACTIVE,N/A,DC380403547,REGULAR,"ST. JOSEPH HME FOR CHILD, INC./DBA FELICIAN CC CTR",49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380403547,,
FELITA JACKSON-SIMMS,"2414 MERSHON                                  SAGINAW , MI 48602
                                 Phone: (989) 799-9171",SAGINAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF730266622,REGULAR,FELITA JACKSON-SIMMS,48602,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF730266622,,
"FELLOWS, JOYCE J","33734 HARLOWSHIRE                                  FARMINGTON HILLS , MI 48335
                                 Phone: (248) 471-1087",OAKLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF630048519,REGULAR,"FELLOWS, JOYCE JEAN",48335,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF630048519,,
"FELTON, WENDY","64 BENTON                                  SAGINAW , MI 48602
                                 Phone: (989) 249-4035",SAGINAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,1/19/2021,DF730279136,CLOSED,"FELTON, WENDY",48602,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF730279136,,
FENNVILLE ELEMENTARY,"8 NORTH ST.                                  FENNVILLE , MI 49408
                                 Phone: (269) 722-3900",ALLEGAN,CHILD CARE CENTER,60,ACTIVE,N/A,DC030285586,REGULAR,FENNVILLE PUBLIC SCHOOLS,49408,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC030285586,,
FENNVILLE GSRP AT FENNVILLE ELEMENTARY,"8 NORTH STREET                                  FENNVILLE , MI 49408
                                 Phone: (269) 512-7745",ALLEGAN,CHILD CARE CENTER,36,ACTIVE,N/A,DC030298292,REGULAR,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,49408,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC030298292,,
FENNVILLE HEAD START,"8 NORTH STREET                                  FENNVILLE , MI 49408
                                 Phone: (269) 673-5472",ALLEGAN,CHILD CARE CENTER,60,ACTIVE,N/A,DC030285575,REGULAR,ALLEGAN COUNTY RESOURCE DEVELOPMENT COMMITTEE,49408,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC030285575,,
FENTON ACADEMY EARLY LEARNING CENTER,"859 W SILVER LAKE ROAD                                  FENTON , MI 48430
                                 Phone: (810) 777-4191",GENESEE,CHILD CARE CENTER,20,ACTIVE,N/A,DC250398381,REGULAR,FENTON ACADEMY EARLY LEARNING CENTER,48430,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250398381,,
FENTON EARLY HEAD START,"550 WOOD STREET                                  FENTON , MI 48430
                                 Phone: (810) 593-0157",GENESEE,CHILD CARE CENTER,15,ACTIVE,N/A,DC250305798,REGULAR,COUNTY OF GENESEE,48430,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250305798,,
FENTON HEADSTART,"TOMEK EASTERN SCHOOL  600 FOURTH STREET                                                                FENTON , MI 48430
                                 Phone: (810) 591-5225",GENESEE,CHILD CARE CENTER,20,ACTIVE,N/A,DC250020473,REGULAR,COUNTY OF GENESEE,48430,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250020473,,
FENTON MONTESSORI ACADEMY,"860 N. LEROY ST.                                  FENTON , MI 48430
                                 Phone: (810) 750-8051",GENESEE,CHILD CARE CENTER,69,ACTIVE,N/A,DC250307251,REGULAR,"FENTON MONTESSORI ACADEMY, INC.",48430,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250307251,,
"FERGUSON, DORENE MARIE","31737 LAVENDER DRIVE                                  BROWNSTOWN , MI 48173
                                 Phone: (313) 850-8330",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,12/15/2020,DF820270848,CLOSED,"FERGUSON, DORENE MARIE",48173,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820270848,,
"FERGUSON, SHARON LEE","36495 JOY ROAD                                  WESTLAND , MI 48185
                                 Phone: (734) 846-1208",WAYNE,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,4/29/2020,DG820063836,CLOSED,FERGUSON SHARON LEE,48185,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG820063836,,
FERN FORTUNE-BACKUS,"119 LOCUST                                  BIG RAPIDS , MI 49307
                                 Phone: (231) 592-0812",MECOSTA,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG540081101,REGULAR,"FORTUNE-BACKUS, FERN",49307,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG540081101,,
FERNDALE EARLY CHILDHOOD CENTER,"2920 BURDETTE                                  FERNDALE , MI 48220
                                 Phone: (248) 586-8820",OAKLAND,CHILD CARE CENTER,255,ACTIVE,N/A,DC630333249,1ST PROVISIONAL,FERNDALE PUBLIC SCHOOLS,48220,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630333249,,
FERNDALE MONTESSORI CENTER,"400 W. MARSHALL                                  FERNDALE , MI 48220
                                 Phone: (248) 548-4154",OAKLAND,CHILD CARE CENTER,64,ACTIVE,N/A,DC630395983,REGULAR,GREAT LAKES MONTESSORI SCHOOLS,48220,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630395983,,
FERNDALE SCHOOL AGE (SACC) UPPER,"24220 ROSEWOOD                                  OAK PARK , MI 48237
                                 Phone: (248) 586-8795",OAKLAND,CHILD CARE CENTER,144,ACTIVE,N/A,DC630258164,REGULAR,FERNDALE PUBLIC SCHOOLS,48237,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630258164,,
FERNDALE SCHOOL AGE CHILDCARE (SACC) LOWER,"2610 PINECREST                                  FERNDALE , MI 48220
                                 Phone: (248) 586-8803",OAKLAND,CHILD CARE CENTER,70,ACTIVE,N/A,DC630018711,REGULAR,FERNDALE PUBLIC SCHOOLS,48220,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630018711,,
FERNETTE GERTRUDE E,"3207 ST. MARY'S DRIVE                                  MIDLAND , MI 48640
                                 Phone: (989) 430-6094",MIDLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,9/9/2019,DF560391307,CLOSED,FERNETTE GERTRUDE E,48640,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF560391307,,
"FERRELL, VIRGINIA","91 W HIGH STREET                                  METAMORA , MI 48455
                                 Phone: (810) 678-3469",LAPEER,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,10/28/2019,DG440061593,CLOSED,FERRELL VIRGINIA,48455,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG440061593,,
FERRY KIDS CLUB AND KINDER CLUB/CAMP FUN,"FERRY SCHOOL  748 ROSLYN                                                                GROSSE POINTE WOOD , MI 48236
                                 Phone: (313) 343-2642",WAYNE,CHILD CARE CENTER,100,ACTIVE,N/A,DC820018729,REGULAR,GROSSE POINTE PUBLIC SCHOOLS,48236,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820018729,,
FERRY OPEN DOOR/PRESCHOOL,"1050 PENNOYER                                  GRAND HAVEN , MI 49417
                                 Phone: (616) 850-6825",OTTAWA,CHILD CARE CENTER,26,ACTIVE,N/A,DC700019235,REGULAR,GRAND HAVEN AREA PUBLIC SCHOOLS,49417,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC700019235,,
FIELD ELEMENTARY SCHOOL,"1000 S HAGGERTY ROAD                                  CANTON , MI 48188
                                 Phone: (734) 416-6196",WAYNE,CHILD CARE CENTER,32,ACTIVE,N/A,DC820021061,REGULAR,PLYMOUTH-CANTON COMMUNITY SCHOOLS,48188,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820021061,,
"FIELDS, HEIDI","34 LATTA ST.                                  BATTLE CREEK , MI 49017
                                 Phone: (269) 419-1653",CALHOUN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,1/14/2020,DF130315927,CLOSED,"FIELDS, HEIDI",49017,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF130315927,,
"FIELDS, LALISA","16549 WASHBURN                                  DETROIT , MI 48221
                                 Phone:",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,12/9/2019,DF820397283,CLOSED,"FIELDS, LALISA",48221,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820397283,,
"FIGUEROA GUZMAN, KATHERINE","224 DELAWARE SE                                  GRAND RAPIDS , MI 49507
                                 Phone: (616) 856-2657",KENT,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG410407747,REGULAR,"FIGUEROA GUZMAN, KATHERINE",49507,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG410407747,,
"FINDLAY, PAMELA","7220 KOCHVILLE ROAD                                  FREELAND , MI 48623
                                 Phone: (989) 385-1001",SAGINAW,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,7/8/2019,DG730071395,CLOSED,FINDLAY PAMELA,48623,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG730071395,,
FINE ARTS FUN LEARNING,"525 MCKINLEY ST                                  CHELSEA , MI 48818
                                 Phone: (765) 720-7373",WASHTENAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF810407401,REGULAR,"BROYLES, SHARON",48818,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF810407401,,
FINE ARTS PRE SCHOOL & CHILD CARE CENTER,"238 JENNINGS                                  WHITMORE LAKE , MI 48189
                                 Phone: (734) 449-0505",WASHTENAW,CHILD CARE CENTER,30,ACTIVE,N/A,DC810377810,REGULAR,FINE ARTS PRE SCHOOL & CHILD CARE CENTER,48189,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810377810,,
FIORE CENTER,"3950 TOLEDO                                  DETROIT , MI 48209
                                 Phone: (313) 962-5255",WAYNE,CHILD CARE CENTER,65,ACTIVE,N/A,DC820248396,REGULAR,MATRIX HUMAN SERVICES,48209,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820248396,,
FIRAS CHILDCARE,"159 W. COY AVENUE                                  HAZEL PARK , MI 48030
                                 Phone: (248) 420-0156",OAKLAND,CHILD CARE GROUP HOME (CAPACITY 7-12),10,ACTIVE,N/A,DG630283596,REGULAR,LOBAB AL NAJJAR,48030,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG630283596,,
FIREFLIES CHILD DEVELOPMENT CENTER,"479 HENLEY DR                                  BLOOMFIELD HILLS , MI 48304
                                 Phone: (248) 904-8209",OAKLAND,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG630391512,REGULAR,"GOMEZ, KAITLYN",48304,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG630391512,,
FIRM FOUNDATIONS EARLY LEARNING CENTER,"7221 N. JEFFERSON AVE.                                  MIDLAND , MI 48642
                                 Phone: (989) 631-4411",MIDLAND,CHILD CARE CENTER,76,CLOSED,7/9/2021,DC560388820,CLOSED,MIDLAND EVANGELICAL FREE CHURCH,48642,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC560388820,,
FIRST BAPTIST CHURCH CHILD CARE,"6235 RICKETT ROAD                                  BRIGHTON , MI 48116
                                 Phone: (810) 229-2895",LIVINGSTON,CHILD CARE CENTER,35,ACTIVE,N/A,DC470017483,REGULAR,FIRST BAPTIST CHURCH,48116,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC470017483,,
FIRST BAPTIST PRESCHOOL,"1814 SANBORN STREET                                  PORT HURON , MI 48060
                                 Phone: (810) 985-8887",ST. CLAIR,CHILD CARE CENTER,60,ACTIVE,N/A,DC740314917,REGULAR,"FIRST BAPTIST PRESCHOOL, LLC",48060,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC740314917,,
FIRST CARE,"212 S PARK                                  KALAMAZOO , MI 49007
                                 Phone: (269) 344-6147",KALAMAZOO,CHILD CARE CENTER,50,ACTIVE,N/A,DC390023062,REGULAR,FIRST UNITED METHODIST CHURCH,49007,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC390023062,,
FIRST CHURCH OF GOD PRE.,"2627 NILES AVENUE                                  SAINT JOSEPH , MI 49085
                                 Phone: (269) 983-1816",BERRIEN,CHILD CARE CENTER,55,ACTIVE,N/A,DC110016350,REGULAR,FIRST CHURCH OF GOD,49085,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC110016350,,
FIRST CONGREGATIONAL PRESCHOOL,"1ST CONGREGATIONAL C  126 E. CASS STREET                                                                GREENVILLE , MI 48838
                                 Phone: (616) 754-3445",MONTCALM,CHILD CARE CENTER,30,ACTIVE,N/A,DC590016645,REGULAR,FIRST CONGREGATIONAL CHURCH,48838,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC590016645,,
FIRST ENGLISH LUTHERAN PRESCHOOL,"800 VERNIER ROAD                                  GROSSE POINTE WOODS , MI 48236
                                 Phone: (313) 884-5040",WAYNE,CHILD CARE CENTER,20,ACTIVE,N/A,DC820268332,REGULAR,FIRST ENGLISH EVANGELICAL LUTHERAN CHURCH,48236,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820268332,,
FIRST FINE ARTS PRESCHOOL,"6420 TEXTILE RD                                  YPSILANTI , MI 48197
                                 Phone: (734) 961-8609",WASHTENAW,CHILD CARE CENTER,50,CLOSED,3/24/2021,DC810377156,CLOSED,K C CHILD CARE CENTER LLC,48197,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810377156,,
FIRST FOUNDATIONS EARLY LEARNING CENTER,"211 MONROE                                  SALINE , MI 48176
                                 Phone: (734) 944-8636",WASHTENAW,CHILD CARE CENTER,50,ACTIVE,N/A,DC810256780,REGULAR,"SJCB ENTERPRISES, INC.",48176,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810256780,,
FIRST FRIENDS,"155 ROCHDALE ROAD                                  ROCHESTER HILLS , MI 48309
                                 Phone: (248) 650-0279",OAKLAND,CHILD CARE CENTER,30,ACTIVE,N/A,DC630023163,REGULAR,FIRST FRIENDS L.L.C.,48309,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630023163,,
FIRST FRIENDS,"1212 VERONA RD.                                  MARSHALL , MI 49068
                                 Phone: (517) 740-9508",CALHOUN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,4/17/2020,DF130400968,CLOSED,"HOAGLIN, KAYLYNN",49068,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF130400968,,
FIRST FRIENDS CHILDCARE AND PRESCHOOL,"10439 HOLLAND LAKE RD                                  GREENVILLE , MI 48838
                                 Phone: (616) 258-0303",MONTCALM,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG590406953,REGULAR,KRISTA MARTIN,48838,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG590406953,,
FIRST FRIENDS DAYCARE,"4047 GLENORCHARD DRIVE                                  ST. JOSEPH , MI 49085
                                 Phone: (231) 640-0781",BERRIEN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,11/12/2021,DF110406767,CLOSED,NEYSA SUMMERS,49085,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF110406767,,
FIRST FRIENDS DAYCARE,"4047 GLENORCHARD DR                                  SAINT JOSEPH , MI 49085
                                 Phone: (231) 640-0781",BERRIEN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF110410850,ORIGINAL,NEYSA SUMMERS,49085,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF110410850,,
FIRST FRIENDS MONTESSORI,"11100 32 MILE RD                                  ROMEO , MI 48065
                                 Phone: (586) 651-2737",MACOMB,CHILD CARE CENTER,30,ACTIVE,N/A,DC500303734,REGULAR,"FIRST FRIENDS MONTESSORI, INC.",48065,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500303734,,
FIRST IMPRESSIONS NURSERY AND DAY CAR,"4150 MIDDLEBELT ROAD                                  WEST BLOOMFIELD , MI 48323
                                 Phone: (248) 661-3630",OAKLAND,CHILD CARE CENTER,35,CLOSED,8/4/2021,DC630020662,CLOSED,FRST IMPRESSIONS NURS ED SCH INC,48323,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630020662,,
FIRST KIDS LEARNING CENTER,"12866 BEADLE LAKE ROAD                                  BATTLE CREEK , MI 49014
                                 Phone: (269) 979-4589",CALHOUN,CHILD CARE CENTER,150,ACTIVE,N/A,DC130082217,REGULAR,BATTLE CREEK FIRST CHURCH OF NAZARENE,49014,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC130082217,,
FIRST KIDS PRESCHOOL,"1589 W MAPLE AVE                                  BIRMINGHAM , MI 48009
                                 Phone: (248) 646-1200",OAKLAND,CHILD CARE CENTER,126,ACTIVE,N/A,DC630016677,REGULAR,FIRST UNITED METHODIST CHURCH,48009,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630016677,,
FIRST LUTHERAN PRESCHOOL/DAYCARE,"712 PAINE                                  CHARLOTTE , MI 48813
                                 Phone: (517) 543-3828",EATON,CHILD CARE CENTER,103,ACTIVE,N/A,DC230316550,REGULAR,FIRST LUTHERAN CHURCH,48813,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC230316550,,
